kind,tweet_id,parent_tweet_id,parent_tweet_text,created_at,user_id,user_screen_name,text,in_reply_to_id,retweet_count,favorite_count,relevan,sentimen,emosi,intensi,aspek,alasan
commentar,1840278352680419803,1839871052211728413,"MILAN 3 - 0 LECCE

Ane yakin banyak Milanisti senior yang bela2in begadang nonton match ini walaupun siangnya abis capek kerja, mereka mulai percaya kalo timnya ini udah mulai di jalur bangkit. Gak lagi s’makin jauh ku melangkah, s’makin perih jejak langkahku.

Game dimulai, justru tim tamu dari Selatan yang cukup berbahaya. Patrick Dorgu emang nunjukin kalo dia terlalu bagus untuk main di Lecce, Nikola Krstovic main agresif. Ante Rebic? Tatapan khas matanya masih yang lama. Sampe menit 35-an, nampaknya jemari Milanisti mulai ngerentek gatel ngetik narasi kekecewaan. Udah bela2in begadang, tim favorit cuma bisa lepasin satu tembakan doang. Gereget. Ibarat surat resign udah di-print, tinggal kasih ke bos.

Itulah kenapa Morata cukur rambut. Gak pake modelan aneh2, gaya main Morata pun simple, efektif dan sekalinya dapet peluang langsung gol. Dari tendangan bebas yang diambil Theo, sundulan rambut baru Morata memecah kebuntuan. Dengan emosional Morata selebrasi gol meluk anaknya di pinggir lapangan.

Gol Morata ibarat ngebuka sekrup karatan yang tadinya ngehambat kerjaan. Cuma butuh tiga menit Milan nambah gol. Serangan simple dari sisi kiri ngehasilin umpan terobosan Leao yang presisi, pas banget sama kecepatan Theo yang melakukan running from behind. Dari sudut sempit, Theo ngarahin bola ke tiang deket dengan sepakan keras seketika kembali Falcone mungut bola dari gawangnya. Leao emang ga nyetak gol, tapi dia konsisten creating havoc dan ngasih nilai lebih dalam performanya.

Predikat si apes disandang Tammy Abraham. Si tepok tangan ini dapet umpan mateng dari Morata tapi tendangannya kena tiang. Abis itu bola ada di kaki Emerson Royal, yang ngebalikin lagi ke Tammy. Harusnya bakal jadi asis buat Emerson, tapi tendangan Tammy malah ditepis Falcone. Tepuk tangan Tammy gak sia-sia sebenernya, soalnya penafsir ruang datang tepat waktu. Ya, Christian Pulisic yang dijual Chelsea untuk bisa beli Mikhaylo Mudryk itu berhasil nyetak gol keempatnya musim ini di Serie A.

Tiga gol dalam lima menit doang ini jelas bikin lega Milanisti, yang langsung bisa masak mie instan tanpa kepikiran. Ya paling mikirin gimana cara defisit kalori besoknya aja.

Babak kedua sih biasa banget mainnya. Udah ga banyak momen berarti yang bisa dibahas. Fonseca juga mulai istirahatin pemain2 kunci buat siap2 travelling ke Bay Arena lawan timnya Xabi Alonso. Yang jelas saat ini Milan udah bikin 14 gol, paling banyak di liga yang gak disiarin ini. 

Ya emang sih posisi di klasemen masih rawan longsor kalo pesaing2 menang. McTominay FC masih bakal ngebut, begitu juga Il Toro, Zebra kecil dan Zebra gede, dan tentunya King Inter bakal menang lagi ntar. 

Masa iya ga bisa menangin pertandingan yang datangnya belakangan?",Sun Sep 29 06:32:04 +0000 2024,160488966,mataairku,"@Info_SerieA Pertama ngefans sama AC Milan gara2  berita kedigdayaan trio Belanda y wara wiri di dunia dalam berita TVRI, apalagi pas Roberto Baggio gabung...",1839871052211728413,0,,iya,positif,senang,nostalgia,konten_berita,nostalgia menjadi penggemar ac milan karena liputan trio belanda di dunia dalam berita tvri
retweet,1840270409054466381,1840052818008518685,@tanyakanrl punya cita-cita beli mobil ngga? spill dong mobil impianmu itu apa? ku doain smg kebeli yaa,Sun Sep 29 06:00:30 +0000 2024,1212402428768731136,Saklar_listrik,"Ferarri 360 Modena,  G wagon 1985 (EX Paspampres) 

Btw dulu mobil operasional TVRI itu pake G wagon (foto ke 3) https://t.co/foqzHehcnK",,0,,iya,netral,none,informasi,staf_internal,menyebut mobil operasional tvri pada masa lalu yaitu g wagon ex paspampres
commentar,1840268071476589046,1840267730743898141,"Trans media dulu pas masih bocil emang tempat paling mantap utk menikmati komedi chill di prime time maupun malem minggu
Agak maleman lanjut nonton bioskop transtv",Sun Sep 29 05:51:13 +0000 2024,791562427,wucyrahadian,"kecuali senin malam, karena senin malam tv udah booked ama nenek w untuk nonton pangkur jenggleng di tvri jogja",1840267730743898141,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton acara pangkur jenggleng di tvri jogja setiap senin malam
commentar,1840072813081964607,1840069556066472150,"Seru wayang goleknya malam ini. Masa raksasa makan nasi sama sambel, lauknya badan manusia. 🤣",Sat Sep 28 16:55:20 +0000 2024,73327619,Svarnadiputera,@Jangdaraa Dulu di TVRI pas dalangna Asep Sunandar ada adegan wayangna berantem gt pas ditebas kepalanya keluar darah kek wow mejikkk.,1840069556066472150,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton wayang golek asep sunandar di tvri dengan adegan berantem yang magis
commentar,1839901747659325600,1839898273429037431,@JanissaryD_Last FiLmLamaNongtonDiTvOm...*DiPuterTengahMaLemBiasanya😁,Sat Sep 28 05:35:35 +0000 2024,1016416136152268800,JanissaryD_Last,@andi_achilles Orang dusun kami kasinama film lepas klo tvri tengah malam,1839898273429037431,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton film lepas tengah malam di tvri bersama warga desa
commentar,1839900606405997042,1839900596406759486,"Sebab, lamunan naik kereta api itu terjadi saat aku sendiri masih berusia sekitar sembilan tahun, ketika sedang menonton TV jadul di rumah kakek.",Sat Sep 28 05:31:02 +0000 2024,86934018,zoelfick,"TV andalan di masa kecil dulu, persis seperti ini. Di keluarga besar, hanya ada di rumah kakek, paman bapakku.

Di TV itulah sesekali lewat film atau Dunia Dalam Berita-nya TVRI muncul. https://t.co/aB9CdLA9jZ",1839900596406759486,0,,iya,positif,senang,nostalgia,"program_non_olahraga,konten_berita",nostalgia menonton film dan dunia dalam berita tvri di rumah keluarga
commentar,1839687771944026549,1839595345858424984,"@SekarIzza @prophetofzorck katanya, sering ada tubuh tanpa kepala 

kl sekarang dah rame sih alun2",Fri Sep 27 15:25:19 +0000 2024,820685743,BudhiSulistyo1,"@mario_an19 @SekarIzza @prophetofzorck Dulu di alun-alun ada tv, warga manhattan nonton tvri bareng di bawah pohon beringin itu",1839595345858424984,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton tvri bareng warga di alun alun pada masa lalu
commentar,1839362646459679092,1838887358319727096,"Juara MTQ Internasional ngga ada yg menyambut, bahkan menag pun
Padahal yaqul mangkir ke panggilan sidang DPR katanya ke MTQ nasional https://t.co/Vr43m5y3Lo",Thu Sep 26 17:53:23 +0000 2024,1615802739338117120,fazht01,"@Boediantar4 Kalau jaman pak Harto tahun 80an, saya sering mendengar siapa saja yang juara MTQ Internasional dari   Indonesia.  Padahal media pada masa itu hanya TVRI, di tahun 90an baru ada TV swasta. Itu berarti dulu pemerintah meng apresiasi warga negara nya yang ber prestasi",1838887358319727096,0,6.0,iya,positif,bangga,nostalgia,program_non_olahraga,nostalgia tvri menyiarkan juara mtq internasional pada masa 80an sebagai bentuk apresiasi
tweet,1839343595448676489,,,Thu Sep 26 16:37:41 +0000 2024,50873946,evenoor227,"Klo dibilang lingkungan skrg sangat terbuka dan anak2. Skrg lebih berani , ga juga lah . Dari zaman gw SMP banyak jg temen2 gw yg hamidun diluar nikah . Padahal dulu ga ada medsos ,hiburan cm tvri isinya sinetron Aku Cinta Indonesia atau Keluarga Cemara",,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton sinetron aku cinta indonesia atau keluarga cemara di tvri
commentar,1839324357644210418,1839265257430176163,,Thu Sep 26 15:21:14 +0000 2024,1138335162188554240,SMujsin,@vanc1Bozz @KA3627 Saya nonton Tv hitam putih TVRI album minggu ini,1839265257430176163,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia menonton album minggu ini di tvri dengan tv hitam putih
commentar,1839285652564881531,1839285553843368094,"Karena memang punya kesenangan di bidang seni, bang Bolot akhirnya ikut belajar melenong sambil tetap jadi satpam. Seringkali, ia ikut melenong dari kampung ke kampung tanpa dapat bayaran. https://t.co/ePo4gSdBji",Thu Sep 26 12:47:26 +0000 2024,1538122032365584384,kyuhyxn,"Bukan cuma itu saja, buat melenong, bang Bolot juga sering menempuh perjalanan jauh dari pagi sampai malam. Berkat ketekunannya, bakat bang Bolot akhirnya ditemukan oleh Kang Jaja Miharja yang kemudian mengajak dia ikut main Pepesan Kosong di TVRI pada tahun 1992. https://t.co/Pqvzif57jt",1839285553843368094,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia bang bolot tampil di pepesan kosong tvri tahun 1992
commentar,1839274241470116248,1839263910706425962,,Thu Sep 26 12:02:05 +0000 2024,2541796398,ubaidd_ahmadd,@vanc1Bozz era album minggu ini tvri,1839263910706425962,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia era album minggu ini yang ditayangkan di tvri
tweet,1839002633589371328,,,Wed Sep 25 18:02:49 +0000 2024,60885309,JaluTweet,"Back to 80s.

Lagu Nusantaraku di ciptakan oleh Alm A.Riyanto penuh dengan makna Dulu sering tayang di TVRI era 80an.

lagu Nusantaraku tersebut mengingatkan kepada seluruh generasi muda khususnya para siswa mengenai pentingnya Pancasila dalam kehidupan berbangsa dan bernegara https://t.co/gN0pGGIDEa",,1,8.0,iya,positif,bangga,nostalgia,program_non_olahraga,nostalgia lagu nusantaraku sering ditayangkan di tvri era 80an sebagai pengingat pancasila
commentar,1838880715297239405,1838864796424531992,,Wed Sep 25 09:58:21 +0000 2024,809306945869860864,YosAditya61,@TjokordaRaka6 Mantap..dlu aku fav bnget dengarin dari TVRI Dps atau radio Pedande Ida Made Gunung Bli..tp spti skrng sdh meninggal beliau nya.,1838864796424531992,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia mendengarkan siaran tvri denpasar dengan pedande ida made gunung bli
commentar,1838552171203432530,1838549163103130074,kalian jadi badminton lovers jalur apa gais?,Tue Sep 24 12:12:50 +0000 2024,1250245738941935616,powerefff,@louveallplay ag 2018 niatnya mau nonton owi butet karena mama ku suka badminton kan terus aku jg suka nonton di tvri dulu tapi taunya cuman owi butet doang pas match jojo waww saya terpesona apalagi pas final nya hhh terus si jamet fajri rambut ajay jamet bgt tapi jadi kepo sama mereka.,1838549163103130074,0,,iya,positif,senang,nostalgia,program_olahraga,nostalgia menonton pertandingan badminton owi butet dan jojo di tvri
commentar,1838435571737465306,1838384009338064948,,Tue Sep 24 04:29:31 +0000 2024,1775512359106465792,AdinSandy,@reltanahkusir 1996 di TVRI ada animasi MRT/Subway,1838384009338064948,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia tvri menayangkan animasi mrt atau subway pada tahun 1996
commentar,1838384525040292319,1838383220452372669,,Tue Sep 24 01:06:40 +0000 2024,353531730,nomadcircle,"@reltanahkusir @reyhan2ff Saya ngalamin bang, channel tv cuman ada 2, tvri dan tpi, yang kalo malem jadi tvri doang. Laporan khusus di tengah² acara hiburan, wajib nonton film g30s.",1838383220452372669,0,12.0,iya,positif,senang,nostalgia,"konten_berita,program_non_olahraga",nostalgia tvri dan tpi hanya dua channel dengan laporan khusus film g30s di malam hari
retweet,1832205462865150222,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 23:53:17 +0000 2024,1638596282012028930,saerozi63,"Penyiar televisi, TVRI satu2 nya stasiun Televisi di Indonesia. Justru sedang jaya2nya NKRI di jaman keemasan Presiden Bapak pembangunan nasional Soeharto.🇲🇨👍😇",,0,,iya,positif,bangga,nostalgia,staf_internal,menyebut penyiar tvri era soeharto sebagai bagian kejayaan televisi nasional
commentar,1832204974748790907,1832188934643970087,"Selamat Datang di ""Rumah"" Eliano Reijnders Lekatompessy (24/Cf-Rwf-Lwf-Rb). Eliano adalah adik kandung pemain AC Milan yakni Tijani Reijnders, yang memiliki darah Indonesia dari kakek nenek mereka yang berasal dari Ambon, Maluku. https://t.co/ykHmdW8gd3",Fri Sep 06 23:51:21 +0000 2024,135417719,Banumustafa24,"@idn_abroad Dari musim lalu pas Eredivisie tayang di TVRI Sport belum pernah lihat dia jadi CF. Kalau nggak LW, jadi RB atau AMF.",1832188934643970087,0,10.0,iya,netral,none,informasi,program_olahraga,membahas posisi pemain saat kompetisi eredivisie yang tayang di tvri sport
retweet,1832197955216142699,1832061356339867940,,Fri Sep 06 23:23:27 +0000 2024,28269605,asetiaji,"repoter TVRI dunia dalam berita, sambas  seru kalau jadi reporter bola",,0,,iya,positif,senang,nostalgia,staf_internal,nostalgia reporter tvri dunia dalam berita dengan konteks liputan sepak bola
retweet,1832197218562118124,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 23:20:32 +0000 2024,87159303,taosophie,Penyiar berita TVRI jaman baheula 🥰,,0,1.0,iya,positif,senang,nostalgia,staf_internal,menyebut penyiar berita tvri jaman dahulu dengan nada nostalgia
retweet,1832189568306835731,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 22:50:08 +0000 2024,1131410981131653120,dp_koesmirah,Pembaca Berita TVRI,,0,,iya,netral,none,informasi,staf_internal,hanya menyebut pembaca berita tvri tanpa detail lain
commentar,1832188776057336006,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 22:46:59 +0000 2024,115224326,Baggoes13,@Lintas_Jaman Pembawa berita/penyiar TVRI,1832040716710920585,0,,iya,netral,none,informasi,staf_internal,menyebut pembawa berita tvri sebagai identifikasi gambar nostalgia
commentar,1832181910216569238,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 22:19:42 +0000 2024,1688884599794106368,NokenFaisal,@Lintas_Jaman pembaca berita TVRI🇲🇨,1832040716710920585,0,,iya,positif,bangga,nostalgia,staf_internal,bangga dengan pembaca berita tvri era lama
retweet,1832170195353567652,1832101611172458710,"@LtdAkbar coba keyakinan itu realistis sedikit. kalau sekelas rocky gerung kau bilang controlled opposition, trus harus oposisi yang seperti apa bukan controlled opposition? kalau mau ngomongin controlled opposition, wajib ada bukti agenda yang dijalankan juga.",Fri Sep 06 21:33:09 +0000 2024,1186331030556307456,LtdAkbar,"Dampak hinaan itu pernah dirasakan SBY bhkn srg pula menjadi target, dan sukses 2 periode.
Aku py VHS film TVRI jadul koleksi ayahku. Ada karya Asrul Sani ttg pengadilan. Seorg istri menyamar menjelekan suaminya yg tlh membunuh wts. Tp terbongkar shg hakim membebaskan suaminya",,0,2.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia film karya asrul sani yang pernah ditayangkan di tvri jadul
commentar,1832157153467232614,1832071788425331164,"Mees Hilgers bersama FC Twente akan bertandang ke Old Trafford akhir bulan ini untuk menghadapi Manchester United dalam lanjutan league phase UEFA Europa League. 🔜🇮🇩😁

Udah jelas lah ya kita dukung siapa 😁

#Blibli @bliblidotcom https://t.co/yz0p71SWfc",Fri Sep 06 20:41:19 +0000 2024,3274712149,ahlansarifudin6,"@idextratime @bliblidotcom Kenapa tv nasional ga nayangin eradivisi dah. Kan  dah banyak peaim timnas dan itung2 cari pemain lain yg ada darah Indonesianya wkwkwk. Drpd nayangin liga korsel dan arab yg jelek
Yok bisa yok MNC, TVRI, TRANSTV ambil lisensi eradivisi",1832071788425331164,1,4.0,iya,netral,none,saran,program_olahraga,memberi saran agar tvri mengambil lisensi eredivisie untuk siaran olahraga
retweet,1832155098350506495,1832061356339867940,,Fri Sep 06 20:33:09 +0000 2024,1303670098780016640,HDFriza,TVRI - Dunia Dalam Berita✍️✅😍,,0,,iya,positif,senang,pujian,konten_berita,memberi pujian pada program dunia dalam berita tvri
commentar,1832105698618130683,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 17:16:52 +0000 2024,1496743219560054791,Imamsan98674902,@Lintas_Jaman Para Legend Penyiar TVRI,1832040716710920585,0,2.0,iya,positif,senang,nostalgia,staf_internal,menyebut penyiar tvri sebagai legenda dengan nada nostalgia
commentar,1832097341823971423,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 16:43:39 +0000 2024,1734053015643140096,BinWaqqash70821,@Lintas_Jaman Penyiar TVRI Dunia Dalam Berita,1832040716710920585,0,,iya,positif,senang,nostalgia,staf_internal,nostalgia penyiar tvri dunia dalam berita
commentar,1832086246161826268,1832061356339867940,,Fri Sep 06 15:59:34 +0000 2024,1345983172945661953,AndifaizalAbd,"@vanc1Bozz Wartawan tvri, sering muncul di berita nasional dan dunia dalam berita",1832061356339867940,0,1.0,iya,netral,none,informasi,staf_internal,menyebut wartawan tvri yang sering muncul di berita nasional dan dunia dalam berita
commentar,1832085896130335194,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 15:58:10 +0000 2024,1574766806908440576,ZakiMau17999762,"@Lintas_Jaman ini orang kebanyakan di lihat di jam 19:00 wib ,ya jam nya anak2 belajar sambil liat berita di TVRI hahahaha nostalGILA nih",1832040716710920585,0,,iya,positif,humor,nostalgia,konten_berita,nostalgia jam tayang berita tvri jam 19.00 dengan nada humor
commentar,1832077669284110351,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 15:25:29 +0000 2024,163489904,kangisrona,@Lintas_Jaman Penyiar TVRI,1832040716710920585,0,,iya,netral,none,informasi,staf_internal,menyebut penyiar tvri sesuai konteks nostalgia
commentar,1832073605464911935,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 15:09:20 +0000 2024,1682910263631319040,sulthan82093,"@Lintas_Jaman Pembawa berita di tvri,masih ingat betul",1832040716710920585,0,,iya,positif,senang,nostalgia,staf_internal,nostalgia pembawa berita tvri yang masih diingat penulis
retweet,1832072066641904005,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 15:03:13 +0000 2024,1664812970,Galih_Limbaran,Dunia dalam berita di TVRI jam 9 malam,,0,1.0,iya,netral,none,nostalgia,konten_berita,nostalgia menyebut jam tayang dunia dalam berita tvri pukul 21.00
commentar,1832068847404511469,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 14:50:26 +0000 2024,743345634296508418,TanjungSyahril,"@Lintas_Jaman Semua saya ingat, pembaca berita di TVRI pusat 👉 Berita Nasional dan Dunia Dalam Berita serta repoter olah raga Abraham Isnan. 👌😊",1832040716710920585,0,,iya,positif,senang,nostalgia,staf_internal,nostalgia pembaca berita tvri pusat serta reporter olahraga abraham isnan
commentar,1832068358017364049,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 14:48:29 +0000 2024,1706857955424083968,julian_and85219,@Lintas_Jaman Yan partawijaya di TVRI,1832040716710920585,0,,iya,netral,none,informasi,staf_internal,menyebut nama yan partawijaya sebagai tokoh tvri
commentar,1832064554718949692,1832045602265563156,@Lintas_Jaman Semangat kali bikin Gen Z dan Alpha penasaran ya? 😌,Fri Sep 06 14:33:22 +0000 2024,977373331,JunaediRadis,"@DaddyMinusSugar @Lintas_Jaman Pembaca berita pada masa kata TVRI. Favoritku Idrus, Syazli Rais, Yasir Den Haz. Sambas, Rusdi Saleh, hmmm yang perempuan mana nich? Tuti Aditama, Heni Waluyo Ratam, dan.....",1832045602265563156,0,1.0,iya,positif,senang,nostalgia,staf_internal,nostalgia menyebut deretan pembaca berita favorit tvri masa lalu
commentar,1832064077377724481,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 14:31:28 +0000 2024,1233539235870699520,LeilaLylie,@Lintas_Jaman Penyiar berita tvri,1832040716710920585,0,,iya,netral,none,informasi,staf_internal,menyebut penyiar berita tvri sebagai identifikasi tokoh dalam gambar
commentar,1832060590095016417,1832040716710920585,Ada yg masih ingat siapakah mereka? https://t.co/df2684DwDs,Fri Sep 06 14:17:37 +0000 2024,1225965765628575744,mujairlele,@Lintas_Jaman penyiar berita TVRI,1832040716710920585,0,,iya,netral,none,informasi,staf_internal,menyebut penyiar berita tvri sebagai identifikasi tokoh
