kind,tweet_id,parent_tweet_id,parent_tweet_text,created_at,user_id,user_screen_name,text,in_reply_to_id,retweet_count,favorite_count,relevan,sentimen,emosi,intensi,aspek,alasan
commentar,1852920892348887146,1852646328666636294,"Alhamdulillah wrap. Salah satu film experimental hasil kerja sama GJLS x Amadeus Sinemagna. Gokil sih pak Monty Tiwa memberikan keleluasaan berkomedi buat GJLS, sampe guenya yang nepok pala. 🙃 https://t.co/BjLd9SiPl5",Sun Nov 03 03:49:00 +0000 2024,204785937,adiyaelahah,"@Rigensih Mana??? gue udah ganti channel mulai dari TVRI sampe Mentari TV kaga ada film lu!!!
PENIPUUUU pantes dibenci warga tiktok❗️",1852646328666636294,0,,iya,negatif,marah,sarkas,program_non_olahraga,menyindir tidak menemui film di tvri setelah dijanjikan tayang di televisi
retweet,1852905199544971509,1852904422357258640,,Sun Nov 03 02:46:39 +0000 2024,1182973046342111232,Maemayla_,"Aku jg nyadar lagi pas yg bagian rapnya..wkwk
Pas diacara tvri malam anugrah nyanyi lagu komang doi jg lupa lirik..wkwk
Emang sohibnya rony banget dah si paul..wkwk 🤭😁😅 tapi tetep suka😆",,0,,iya,positif,humor,nostalgia,program_non_olahraga,nostalgia dengan acara malam anugrah di tvri tempat penyanyi lupa lirik
commentar,1852887719787344087,1852723427091829108,Ustadz Khalid Basalamah menghadiri undangan acara dari TVRI https://t.co/6VJT7Zf0bq,Sun Nov 03 01:37:12 +0000 2024,1743874062836027392,AHLi_AGAMA,"@fotodakwah semakin jelek nanti dimata orang yg nonton, 
Di tunggu gebrakan aneh-aneh dan ajaran nyeleneh dari Yaman kadrun dari ustadz ini, semoga banyak yang komen setelah tayang di TVRI.
Seru banget, saya setuju ustad ini di publikasikan.",1852723427091829108,0,,iya,negatif,kesal,sarkas,program_non_olahraga,menyindir acara tvri yang menampilkan ustadz dengan gaya kontroversial
commentar,1852867984534249724,1852867916452311197,"Diskusi dibuka oleh Anggota KPU Kabupaten Karangasem, I Gede Budana dilanjutkan dengan pembahasan materi terkait teknis dan Persiapan Pelaksanaan Debat Terbuka Kedua Pemilihan Bupati dan Wakil Bupati Karangasem Tahun 2024. https://t.co/VWV99wNZNj",Sun Nov 03 00:18:46 +0000 2024,1225605731954524160,KPU_Karangasem,"Turut hadir Tim  TVRI Bali bersama perwakilan Bali Sunset Road Convention Center dan perwakilan Jayagiri Production pada kegiatan tersebut.

@KPU_ID 
@KPUDBali 
#PilkadaSerentak2024
#KPUKarangasem
#KPUMelayani https://t.co/OsTf8uTlMF",1852867916452311197,0,,iya,netral,none,informasi,program_non_olahraga,memberi informasi keterlibatan tim tvri bali dalam kegiatan pilkada karangasem
tweet,1852853071954739309,,,Sat Nov 02 23:19:31 +0000 2024,1192654430912438272,KPUKabBintan,"Halo #temanpemilih Debat Publik Satu Pasangan Calon Bupati dan Wakil Bupati Bintan Tahun 2024 akan dilaksanakan pada :
🗓 : Minggu, 3 November 2024
🕣 : Pukul 19.30 WIB
📍 : Bintan Agro Beach Resort
🌐 : Live on RRI, TVRI dan youtube KPU Kab Bintan
#kpumelayani https://t.co/UQiO8KwSll",,0,1.0,iya,netral,none,informasi,program_non_olahraga,memberi informasi jadwal debat publik pilkada bintan yang disiarkan di tvri dan youtube kpu
commentar,1852849969524551790,1852782893929742743,,Sat Nov 02 23:07:11 +0000 2024,1184695438365974528,tekarok007,"@reltanahkusir kayaknya itu ormas yang anggotanya 2jt itu wkwkw
yang bikin show off di GBK dan di siarkan di tvri",1852782893929742743,0,1.0,iya,negatif,humor,sarkas,program_non_olahraga,menyindir acara tvri yang menayangkan kegiatan ormas di gbk
tweet,1852788505157726713,,,Sat Nov 02 19:02:57 +0000 2024,309580783,retno_wiranti,Lagu2 jadul dulu enak2 wkwkwk spt biasa tipi dinyalain terus meski orangnya tidur dan skrg muncul flash back lagu2 jadul di tvri,,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia dengan lagu lagu jadul yang kini kembali muncul di tvri
tweet,1852723427091829108,,,Sat Nov 02 14:44:21 +0000 2024,105428309,fotodakwah,Ustadz Khalid Basalamah menghadiri undangan acara dari TVRI https://t.co/6VJT7Zf0bq,,45,578.0,iya,netral,none,informasi,program_non_olahraga,memberi informasi kehadiran ustadz khalid basalamah dalam acara tvri
tweet,1852709947613880543,,,Sat Nov 02 13:50:47 +0000 2024,257393248,AgismaDF,"Mimpi disuruh ibuk pendataan ke tetangga. Karena dulu, beliau kader desa yang amat sangat luar biasa sampai pernah tampil di acara kelompencapir TVRI ☺️😅

Aaahh,.. Semoga Ibuk bangga melihat pencapaianku saat ini dari sana.. 🥹

Adek kangen Buk… 🥹",,0,,iya,positif,sedih,nostalgia,program_non_olahraga,nostalgia mengenang ibunya yang pernah tampil di acara kelompencapir tvri
tweet,1852704766851514610,,,Sat Nov 02 13:30:12 +0000 2024,1607542776,EposWans,"ѕαвtu, 02/11/2024/784

Acara kelompencapir di TVRI era 80an. Lomba cerdas cermat yang pesertanya adalah para petani https://t.co/En8hR6chGi",,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia dengan acara kelompencapir tvri era 80an yang diikuti para petani
tweet,1852702587147174262,,,Sat Nov 02 13:21:32 +0000 2024,1423948036544241673,mat_awan,"Walaupun telat satu Set, setidaknya masih disiarkan match sektor WD nya. Makasih lho, TVRI Sprot !!!",,0,,iya,positif,senang,pujian,program_olahraga,memuji tvri sport karena tetap menayangkan pertandingan sektor ganda putri meski sempat terlambat satu set
commentar,1852689383696285723,1852118435830050935,"Sarkas paling masuk ini wkwkwkwkwkkwkw,oh yaaa jual pasir ngak merugikan negara yaa 🤣🤣🤣🤣 yang paham paham aja yaa kalau kaum 58 pasti otak hampa🤣 https://t.co/b43wz1Yeat",Sat Nov 02 12:29:05 +0000 2024,1428896083451596802,Cillipari,"@CutSarina5 Kapan nih TVRI ke kejaksaan agung nuntut Netflix krn sudh beepotensi merugikan negara sebesar 123,123,937,637 Milyar terilyun?",1852118435830050935,0,1.0,iya,negatif,kesal,sarkas,kebijakan_lembaga,menyindir tvri agar bersikap seperti institusi hukum yang menuntut netflix secara berlebihan
tweet,1852670179412726124,,,Sat Nov 02 11:12:46 +0000 2024,125400055,adrial__,"Livoli tayang di Moji TV, tapi Liga Voli Turki ditangin di TVRI Sport.
Kenapa gak dibalik aja, Moji tayangin liga voli Turki &amp; TVRI Sport tayangin Livoli.",,0,,iya,netral,bingung,saran,program_olahraga,menyarankan pertukaran hak siar antara livoli dan liga voli turki antara tvri sport dan moji tv
tweet,1852667342637113728,,,Sat Nov 02 11:01:30 +0000 2024,1452268801278545931,highlow067,Knowledge komentator tvri sport di match VB vs FB kureng banget 🗿,,0,,iya,negatif,kecewa,kritik,"staf_internal,program_olahraga",mengkritik komentator tvri sport yang dinilai kurang memahami pertandingan voli vb vs fb
tweet,1852660395011616935,,,Sat Nov 02 10:33:53 +0000 2024,1012601564,shtupefyy,Mana si skornya @ tvri sport,,0,,iya,negatif,kesal,laporan,"kualitas_siaran,program_olahraga",mengeluhkan tidak munculnya skor pertandingan di siaran tvri sport
tweet,1852644956026163292,,,Sat Nov 02 09:32:32 +0000 2024,1364469758263848963,KpuMalaka,"#TemanPemilih, saksikan live streaming Debat Publik Kedua Antar Pasangan Calon Bupati dan Wakil Bupati Kabupaten Malaka Tahun 2024 di kanal Youtube KPU Malaka dan TVRI. https://t.co/K2Q8Zk22zj",,0,,iya,positif,none,promosi,"konten_berita,platform_digital",mempromosikan debat publik pilkada malaka yang disiarkan di youtube dan tvri
commentar,1852622051338834395,1852608256801456200,"Final!

Ni Kadek Dhinda mengunci tiket final WONDR by BNI Indonesia Masters II 2024 setelah menyingkirkan tunggal putri Hong Kong, Saloni Samirbhai Mehta.

Menyala!💯🇮🇩🔥

#WONDRIM2024
#IMSBY2024
#BadmintonIndonesia
@BNI https://t.co/9LS0LJ1Wtl",Sat Nov 02 08:01:31 +0000 2024,2715077521,SupriyantoWawa,"@INABadminton @BNI Colek WAMENPORA supaya Badminton ada tayang di TV court lagi, ya minimal TVRI, jgn ngarep TV swasta... 🫤",1852608256801456200,0,1.0,iya,netral,none,saran,"program_olahraga,kebijakan_lembaga",menyarankan agar tvri kembali menayangkan pertandingan badminton di tv nasional
tweet,1852603172096999775,,,Sat Nov 02 06:46:30 +0000 2024,1753096281730498560,Duniahiburan99,"Saksikan Siaran Langsung Matchday 4 Round 1 KOVO Women's League 2024/2025 antara Hi Pass vs Red Sparks | Minggu, 03 November 2024 - Pukul 14.00 WIB.

( LIVE DI TVRI SPORT ) https://t.co/ZoOMlLDeqO",,1,,iya,positif,none,promosi,program_olahraga,mempromosikan siaran langsung liga voli korea antara hi pass dan red sparks di tvri sport
commentar,1852553602252062740,1852165296611790901,"Kalau ""potensi merugikan negara"" bisa dihukum, mari hukum orang-orang yang:

1) Matiin lampu, karena PLN kehilangan pendapatan dari hilangnya daya yang dipakai.

2) Pilih JNE, karena Pos Indonesia jadi gak dapat untung.

3) Isi bensin di Shell, karena Pertamina jadi gak untung.

4) Pilih kuliah di universitas swasta atau di luar negeri, karena universitas negeri jadi gak dapat pemasukan dari UKT.

5) Kerja di luar negeri, karena negara jadi gak dapat pajak penghasilan dari mereka.

Apa lagi?",Sat Nov 02 03:29:32 +0000 2024,1207647818606710785,reddot071,"@ardisatriawan yg bikin TV swasta, Netplik dan kawan kawannya, Tube""an krn jd nya orang orang berhenti nonton TVRI dan dengerin RRI",1852165296611790901,0,,iya,negatif,kecewa,sarkas,citra_dan_audiens,menyindir menurunnya minat masyarakat menonton tvri akibat munculnya platform digital swasta
tweet,1852543196792021320,,,Sat Nov 02 02:48:11 +0000 2024,77938489,anx_sampinx,"@TVRISportHD @TVRINasional sepertinya @NBA sudah tidak tayang ya di tvri ??
Biasanya weekend ada #NBA di tvri
Kalo pun tidak ada @NBA_Indonesia   tolong siarkan liga basket tanah air @IBLindonesia biar ada rasa nasionalismenya 🇮🇩👍👏👏 https://t.co/ulqpSAV1S1",,0,,iya,negatif,kecewa,saran,program_olahraga,menyarankan tvri kembali menayangkan nba atau liga basket nasional untuk meningkatkan nasionalisme
commentar,1852537069899538826,1852165296611790901,"Kalau ""potensi merugikan negara"" bisa dihukum, mari hukum orang-orang yang:

1) Matiin lampu, karena PLN kehilangan pendapatan dari hilangnya daya yang dipakai.

2) Pilih JNE, karena Pos Indonesia jadi gak dapat untung.

3) Isi bensin di Shell, karena Pertamina jadi gak untung.

4) Pilih kuliah di universitas swasta atau di luar negeri, karena universitas negeri jadi gak dapat pemasukan dari UKT.

5) Kerja di luar negeri, karena negara jadi gak dapat pajak penghasilan dari mereka.

Apa lagi?",Sat Nov 02 02:23:50 +0000 2024,207098503,tsupriyadi,@ardisatriawan Nonton selain TVRI kena pasal krna TVRI jd rugi gak dpt pemasukan iklan...Tidak dengerin selalin RRI kena pasal juga....Sakit mesti ke Puskesmas/RSUD aja gak boleh yang lain....jadi kyk diem di KORUT...wkwkwkk,1852165296611790901,0,,iya,negatif,humor,sarkas,kebijakan_lembaga,menyindir kebijakan seolah menonton selain tvri bisa dianggap merugikan negara
commentar,1852528416282824736,1852512569795469338,Selamat akhir pekans...salam rest &amp; relax... ☕️🚬 https://t.co/zDlzY9tsYz,Sat Nov 02 01:49:27 +0000 2024,1734923501012910080,Bogelkatamso,"@RickyKardjono Selamat bersantai, mas @RickyKardjono.
Nanti malam nonton film Akhir Pekan di TVRI ya... 🤭",1852512569795469338,0,1.0,iya,positif,senang,dukungan,program_non_olahraga,mengajak menonton film akhir pekan yang tayang di tvri
commentar,1852517579405078951,1852165296611790901,"Kalau ""potensi merugikan negara"" bisa dihukum, mari hukum orang-orang yang:

1) Matiin lampu, karena PLN kehilangan pendapatan dari hilangnya daya yang dipakai.

2) Pilih JNE, karena Pos Indonesia jadi gak dapat untung.

3) Isi bensin di Shell, karena Pertamina jadi gak untung.

4) Pilih kuliah di universitas swasta atau di luar negeri, karena universitas negeri jadi gak dapat pemasukan dari UKT.

5) Kerja di luar negeri, karena negara jadi gak dapat pajak penghasilan dari mereka.

Apa lagi?",Sat Nov 02 01:06:23 +0000 2024,1604632475560734720,Kalibrasi100,@ardisatriawan 6. Jangan nonton TV swasta...tontonlah TVRI.,1852165296611790901,0,,iya,negatif,humor,sarkas,citra_dan_audiens,menyindir aturan hipotetis agar masyarakat hanya menonton tvri
commentar,1852413923804475655,1852413922047078672,"serta Ketua Divisi Logistik dan Perencanaan Khairunnisak. Selain itu, turut hadir Plh. Sekretaris KIP Aceh, Nanang Priyatna beserta jajaran sekretariat KIP Aceh, serta perwakilan dari Panwaslih Aceh, Panwaslih Pilkada Aceh, Forkopimda Provinsi Aceh dan tamu undangan lainnya.",Fri Nov 01 18:14:30 +0000 2024,2421735780,KIP_Aceh,"Acara ini disiarkan secara langsung melalui kanal YouTube KIP Aceh, Serambi dan TVRI Aceh, sehingga masyarakat Aceh dapat menyaksikan langsung proses demokrasi yang berlangsung.",1852413922047078672,0,,iya,netral,none,informasi,"konten_berita,platform_digital",memberi informasi siaran langsung proses demokrasi aceh melalui youtube dan tvri aceh
commentar,1852408235057393879,1852213021386641770,,Fri Nov 01 17:51:53 +0000 2024,2593614481,jombloh02,@TOM5helby @DPR_RI Programa 2 apa tvri bandung?,1852213021386641770,0,,iya,netral,bingung,pertanyaan,program_non_olahraga,menanyakan detail apakah programa 2 termasuk tvri bandung
commentar,1852360147160666556,1852348144006353377,"Jadi males nonton tv one,
Takut dituduh merugikan negara.
Tv swasta soalnya.",Fri Nov 01 14:40:48 +0000 2024,1848877603299725315,natactionidn,@Tan_Mar3M Disuruh nonton TVRI,1852348144006353377,0,,iya,negatif,humor,sarkas,citra_dan_audiens,menyindir kebiasaan publik dengan ajakan sarkastik untuk menonton tvri saja
commentar,1852348924075655472,1852348144006353377,"Jadi males nonton tv one,
Takut dituduh merugikan negara.
Tv swasta soalnya.",Fri Nov 01 13:56:13 +0000 2024,1594969791588016130,Dirgahayu394,@Tan_Mar3M Kembali semua ke TVRI.,1852348144006353377,0,1.0,iya,negatif,humor,sarkas,citra_dan_audiens,mengolok dengan sarkas bahwa semua orang sebaiknya kembali menonton tvri
commentar,1852340558725026033,1851867725884461089,Yang Senyum ketika denger Alunan Nada ini Hampir bisa Dipastikan Lagi Mumet Cari Sekolah SMA bwat Anak Bontot nya… 😂🫢 https://t.co/Q1NFax5Es8,Fri Nov 01 13:22:58 +0000 2024,1512904884684980224,FenusToys,@AraituLaki Waduh musik ini......biasanya kalo mau abis siaran TVRI jam 12 malam haha... Eh bener kan ????,1851867725884461089,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia dengan musik penutup siaran tvri pada tengah malam
commentar,1852331751064187231,1852229057683034129,Menunggu hilal dub *hq bahasa sunda...,Fri Nov 01 12:47:58 +0000 2024,1572859340113219584,shin_977,@HAIKYUUFESS Tar tayangnya di tv bandung atau TVRI kumaha 😭,1852229057683034129,0,1.0,iya,netral,bingung,pertanyaan,program_non_olahraga,bertanya apakah tayangan anime versi sunda akan ditayangkan di tvri bandung
tweet,1852325005855785273,,,Fri Nov 01 12:21:10 +0000 2024,957482702,indoict,KPI Minta TVRI Kalbar Terus Hadirkan Program Lokal yang Berkualitas https://t.co/8VFFYZiJoo  @indoict,,0,,iya,positif,bangga,pujian,program_non_olahraga,memuji dorongan kpi agar tvri kalbar terus menayangkan program lokal berkualitas
commentar,1857375771897303381,1857370283373408327,There is a commentator 🙈 https://t.co/0UQCPzibJh,Fri Nov 15 10:51:07 +0000 2024,2304786672,meyi0210,@bluesky101115 Di tvri ada,1857370283373408327,0,,iya,netral,none,informasi,program_olahraga,memberi informasi bahwa pertandingan memiliki komentator dan ditayangkan di tvri
commentar,1857375181246984250,1857365620934713674,"Alhamdulillaah, berkat doa ibu menembus langit, jumlah penonton film “Bila Esok Ibu Tiada” di hari pertama tayang mencapai 301.599 penonton 🤲🏻

Terima kasih kepada warga X yang sudah menonton, mendoakan dan mendukung film ini 😊

#BilaEsokIbuTiada https://t.co/aIgdM5fd9C",Fri Nov 15 10:48:46 +0000 2024,1475852772507459586,R_180208,@realfedinuril Maaf mas tadinya mau nonton sekeluarga di Aeon Mall tanjung barat eh ada timnas belanda di tvri jadi sy undur deh..,1857365620934713674,0,,iya,positif,senang,dukungan,program_olahraga,mendukung tayangan pertandingan timnas belanda di tvri yang membuatnya menunda rencana menonton film
retweet,1857366253305733582,1857114715710976330,"Buat bapak2, ibu2, om2, tante2

Sebelum era ada HP, di masa2 SMP, SMA dulu...
Di waktu senggang masih inget ngapain yah?

Versi saya:

- Nonton TV
- Baca koran
- Baca Intisari
- Baca komik
- SMSan
- Tidur
- Belajar",Fri Nov 15 10:13:17 +0000 2024,112340503,DyahTwindiarti,"- Baca majalah Bobo/Ananda/Mentari/Gadis/Hai/Anita Cemerlang/Mode/Femina
- Baca komik/cergam Tiger Wong/Nina, bukunya minjem di kedai pinjam buku (iya, era 80-90an ada ini kedai sewa buku)
- Nonton TVRI
- Main kunjung ke teman, blajar kelompok
- Main bekel/beteng, layangan.",,0,1.0,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia masa muda dengan kebiasaan menonton acara tvri bersama aktivitas lain era 80an
tweet,1857362753079636103,,,Fri Nov 15 09:59:23 +0000 2024,39041615,hangeoleum_,"Dulu tau lagu2 Motown itu dari tv (lupa tvri apa ya), suka banget denger lagu2 blues soul gitu.. bring those moment back to me 🥹 https://t.co/kJd3rAFswH",,0,,iya,positif,senang,nostalgia,program_non_olahraga,nostalgia mendengar lagu motown yang dulu sering ditayangkan di tvri
tweet,1857360995967992226,,,Fri Nov 15 09:52:24 +0000 2024,4714601598,exilerichocet,Bjirrr anchor sportnya yang dulu di inews buat bultang pada pindah semua ke tvri buat voli wkwkwk,,0,,iya,positif,humor,humor,"staf_internal,program_olahraga",bercanda tentang perpindahan anchor olahraga dari inews ke tvri untuk menyiarkan voli
commentar,1857357606794514926,1857342416166228408,"@merapi_uncover Kepada yang terhormat admin, iki sopo kok mutusi gawe kronologi? Mbok nek sing resmi seko penegak hukum wae sing di share.. ojo nganti mengaburkan kebenaran. Sepurane nuwun",Fri Nov 15 09:38:56 +0000 2024,1427886742598668290,tanto88826311,"@vandalls_van @merapi_uncover Jenenge wae medsos, media sosial. Nik kepingin kronologi resmi nonton tvri wae.",1857342416166228408,0,5.0,iya,positif,senang,saran,citra_dan_audiens,menyarankan agar informasi resmi disampaikan melalui tvri sebagai media kredibel
commentar,1857354207785062648,1857220130176184649,kejadian jam 2 yang dialami sama crew tv nasional yang lagi syuting acara sahur 😩😩😩 https://t.co/f4NSBhaDxe,Fri Nov 15 09:25:25 +0000 2024,179869955,twkongko,@keennn29 TVRI wkwkwkww,1857220130176184649,0,,iya,positif,humor,humor,staf_internal,bercanda menyebut tvri dalam konteks kejadian lucu saat syuting acara sahur
tweet,1857305364980810116,,,Fri Nov 15 06:11:20 +0000 2024,1753096281730498560,Duniahiburan99,"Saksikan Pertandingan Putaran ke-2 Korean V-League Women's 2024/2025 antara Pink Spiders vs Hi Pass | Jumat, 15 November 2024 - Pukul 17.00 WIB.

( LIVE STREAMING DI TVRI SPORT ) https://t.co/9PgYIgnT5s",,0,,iya,positif,none,promosi,"program_olahraga,platform_digital",mempromosikan siaran langsung liga voli korea pink spiders vs hi pass di tvri sport
commentar,1857303164225273941,1857281062705279359,"Kembali ke Stadion Gelora Bung Karno untuk laga penting menghadapi Jepang, peringkat ke-15 ranking FIFA

Tak akan gentar, karena ini kandang kita. Malam ini, kita merahkan GBK!

Semangat 🇮🇩 https://t.co/iKBC0mf0JZ",Fri Nov 15 06:02:36 +0000 2024,2387537562,aand_tjg,"@erickthohir Pak mohon dong kami yang menonton timnas Indonesia melalui televisi ini dipermudah 
Setidaknya di siarkan di TVRI 
Terima kasih pak 🙏",1857281062705279359,0,,iya,positif,senang,dukungan,program_olahraga,mendukung agar pertandingan timnas indonesia disiarkan di tvri agar mudah ditonton publik
commentar,1857303129404158449,1857301965015031835,,Fri Nov 15 06:02:27 +0000 2024,267795457,AdamVelcro,@PelatihT1dur Aneh bin Ajaib kek acara di TVRI dulu,1857301965015031835,0,,iya,netral,none,nostalgia,program_non_olahraga,mengenang gaya acara lawas di tvri yang dianggap aneh namun khas
commentar,1857263481529241759,1857216329063047624,"@INABadminton Ga ada tv nasional yg siarkan laga Badminton ya skrg..?!  ..andalan skrg lebih ke Timnas 🦅⚽️🇮🇩 manajemen PSSI trbukti sdh trtata rapi, amanah &amp; progress hasilnya membuat bangga",Fri Nov 15 03:24:54 +0000 2024,69217238,kusumovina,@samaraiX @INABadminton agenda2 olahraga begini harusnya tvri yg ambil bagian.. tvri nya malah plonga plongo,1857216329063047624,0,1.0,iya,negatif,kesal,kritik,program_olahraga,mengkritik tvri yang tidak aktif menyiarkan agenda olahraga nasional seperti badminton
commentar,1857258361236173290,1857258320710730235,"#TemanPemilih Saksikan Debat Publik Kedua Pasangan Calon Walikota dan Wakil Walikota Solok pada Pemilihan Serentak Nasional Tahun 2024

Tema Debat "" Pembangunan Berkelanjutan, Transformasi Ekonomi, Mitigasi Bencana dan Adaptasi Perubahan Iklim"" https://t.co/dYlebbrB3z",Fri Nov 15 03:04:34 +0000 2024,1364855352471154688,kpukotasolok,"kegiatan Debat Publik ini dapat disaksikan secara Live pada hari Jum'at, 15 November 2024 di TVRI Sumatera Barat, Channel Youtube TVRI Sumatera Barat dan Channel Youtube KPU Kota Solok

#KPUMelayani
#PilkadaSerentak2024",1857258320710730235,0,,iya,positif,none,promosi,"konten_berita,platform_digital",mempromosikan debat publik pilkada solok yang disiarkan di tvri sumbar dan kanal youtube
commentar,1861433846404915487,1861433761776443564,@muqlion Tvn sama sbs bedaa,Tue Nov 26 15:36:27 +0000 2024,1157594497397612544,amiiicuw,"@muqlion Sbs itu tv nasional kyk tvri, tvn itu tv kabel",1861433761776443564,0,,iya,netral,none,klarifikasi,citra_dan_audiens,menjelaskan bahwa sbs adalah tv nasional korea yang setara dengan tvri
tweet,1861431731037098227,,,Tue Nov 26 15:28:03 +0000 2024,60490875,BatamPos,"Dugaan Korupsi Pembangunan Studio LPP TVRI Kepri Masuk Tahap Penyidikan

#korupsi

https://t.co/iUabrmjwWI",,0,,iya,negatif,kecewa,informasi,kebijakan_lembaga,menginformasikan kasus dugaan korupsi pembangunan studio tvri kepri yang masuk tahap penyidikan
